osm_id,name,operator,geojson
3324550895,天后宫村八组,,"{""type"":""Point"",""coordinates"":[120.693657096856,32.0659650262721]}"
3324550891,兴五路沿江路北,,"{""type"":""Point"",""coordinates"":[120.68122827608,32.0700582619495]}"
3324550890,沿江路兴五路东,,"{""type"":""Point"",""coordinates"":[120.68134820117,32.0700490510428]}"
3324550888,五接南,,"{""type"":""Point"",""coordinates"":[120.68147046188,32.0776957635013]}"
3324550889,五接南,,"{""type"":""Point"",""coordinates"":[120.681631439979,32.0777343547281]}"
3470739728,李港邮政,,"{""type"":""Point"",""coordinates"":[120.691747997214,32.0690924819037]}"
3470739727,李港邮政,,"{""type"":""Point"",""coordinates"":[120.692403767372,32.0692837051834]}"
3324550896,天后宫村一组,,"{""type"":""Point"",""coordinates"":[120.701695581345,32.0633338247495]}"
3324550897,天后宫村一组,,"{""type"":""Point"",""coordinates"":[120.702062992296,32.063430965034]}"
3324550907,王北圩桥,,"{""type"":""Point"",""coordinates"":[120.706777889896,32.0617910618092]}"
3324550908,王北圩桥,,"{""type"":""Point"",""coordinates"":[120.706598406502,32.062078604647]}"
3324550909,王北圩村,,"{""type"":""Point"",""coordinates"":[120.712229316198,32.0600339628247]}"
3324550910,王北圩村,,"{""type"":""Point"",""coordinates"":[120.711813665716,32.0606976751512]}"
3470739726,桃李路口,,"{""type"":""Point"",""coordinates"":[120.697742185611,32.0712715053463]}"
3470739725,桃李路口,,"{""type"":""Point"",""coordinates"":[120.697723859979,32.0713213653624]}"
3470739724,柴五圩路口,,"{""type"":""Point"",""coordinates"":[120.704339772383,32.0735297181328]}"
3470739723,柴五圩路口,,"{""type"":""Point"",""coordinates"":[120.70455231378,32.0736642987289]}"
3470739722,杨四圩路口,,"{""type"":""Point"",""coordinates"":[120.708742685085,32.0752185075718]}"
3470739721,杨四圩路口,,"{""type"":""Point"",""coordinates"":[120.708715196638,32.075267604247]}"
3470739720,油三圩路口,,"{""type"":""Point"",""coordinates"":[120.714589549775,32.0780417138577]}"
3470739719,油三圩路口,,"{""type"":""Point"",""coordinates"":[120.714568169871,32.0780838824145]}"
3470739718,新捕河东路口,,"{""type"":""Point"",""coordinates"":[120.717387083233,32.0798095796614]}"
3470739717,新捕河东路口,,"{""type"":""Point"",""coordinates"":[120.717389508684,32.0798579888357]}"
3324550912,老捕鱼港桥,,"{""type"":""Point"",""coordinates"":[120.721116259472,32.0578877135058]}"
3324550911,老捕鱼港桥,,"{""type"":""Point"",""coordinates"":[120.722162976441,32.0570388230215]}"
3324550913,脚盆圩桥,,"{""type"":""Point"",""coordinates"":[120.725417213389,32.056106709357]}"
3324550914,脚盆圩桥,,"{""type"":""Point"",""coordinates"":[120.725756686735,32.0564197751379]}"
3324550915,沿江公路宁通高速口,,"{""type"":""Point"",""coordinates"":[120.739716146924,32.0561923609721]}"
3324550916,沿江公路宁通高速口,,"{""type"":""Point"",""coordinates"":[120.739557055287,32.0563881031621]}"
3182586199,天生港,,"{""type"":""Point"",""coordinates"":[120.758324837866,32.0390986692452]}"
3182586201,天生港中学,,"{""type"":""Point"",""coordinates"":[120.760063976256,32.042834003844]}"
3182586200,天生港中学,,"{""type"":""Point"",""coordinates"":[120.760448185703,32.0431549580277]}"
3182586204,九圩港大桥,,"{""type"":""Point"",""coordinates"":[120.74777448418,32.0550625906892]}"
3182586205,九圩港大桥,,"{""type"":""Point"",""coordinates"":[120.748201363603,32.0546594514103]}"
4535154777,天生路长江路口 / 天生路长江路北,,"{""type"":""Point"",""coordinates"":[120.756429212954,32.0472830214316]}"
4535154778,天生路城港路南,,"{""type"":""Point"",""coordinates"":[120.757350255615,32.049185413183]}"
3122132545,高墩圩桥,,"{""type"":""Point"",""coordinates"":[120.761346231493,32.0488628050468]}"
3182586206,高墩圩桥,,"{""type"":""Point"",""coordinates"":[120.761649502733,32.0490131830663]}"
4535154779,五丰钣金,,"{""type"":""Point"",""coordinates"":[120.75877704978,32.0513397089305]}"
4547643763,五丰钣金,,"{""type"":""Point"",""coordinates"":[120.759541156761,32.0532092773572]}"
3470739716,赵坊村村部,,"{""type"":""Point"",""coordinates"":[120.725817233185,32.0797403149179]}"
3470739715,赵坊村村部,,"{""type"":""Point"",""coordinates"":[120.725817233185,32.0797811887344]}"
3470739714,赵坊东路口,,"{""type"":""Point"",""coordinates"":[120.734039153655,32.079707889866]}"
3470739713,赵坊东路口,,"{""type"":""Point"",""coordinates"":[120.734040590959,32.0797582780872]}"
3324599686,九圩港,,"{""type"":""Point"",""coordinates"":[120.741458429418,32.0591031739255]}"
3324599687,九圩港,,"{""type"":""Point"",""coordinates"":[120.741673845423,32.0592134895776]}"
3324599685,川家圩,,"{""type"":""Point"",""coordinates"":[120.744217514981,32.0652381666072]}"
3324599683,川家圩,,"{""type"":""Point"",""coordinates"":[120.74440490355,32.0653500735301]}"
3324599680,蛟龙重工,,"{""type"":""Point"",""coordinates"":[120.747596438091,32.0718008574726]}"
3324599679,蛟龙重工,,"{""type"":""Point"",""coordinates"":[120.747524303374,32.0719626160313]}"
3470739712,平南卫生院,,"{""type"":""Point"",""coordinates"":[120.742014935736,32.0796641997545]}"
3470739711,平南卫生院,,"{""type"":""Point"",""coordinates"":[120.742016462872,32.0797151208058]}"
3324599676,川家圩北,,"{""type"":""Point"",""coordinates"":[120.749962959876,32.076855353673]}"
3324599677,川家圩北,,"{""type"":""Point"",""coordinates"":[120.750369537373,32.0772996506385]}"
3516475419,新村二河西路口,,"{""type"":""Point"",""coordinates"":[120.661032890851,32.0808407808673]}"
3516475435,新村二河西路口,,"{""type"":""Point"",""coordinates"":[120.661273280021,32.0808161959725]}"
3516475418,光明路口,,"{""type"":""Point"",""coordinates"":[120.666349480029,32.0814131579744]}"
3516475436,光明路口,,"{""type"":""Point"",""coordinates"":[120.66652114808,32.081375481666]}"
3516475417,中心桥,,"{""type"":""Point"",""coordinates"":[120.673272167103,32.0820555556715]}"
3516475437,中心桥,,"{""type"":""Point"",""coordinates"":[120.67337664117,32.0820244253659]}"
3872641763,五接镇,,"{""type"":""Point"",""coordinates"":[120.681888986971,32.0809138504848]}"
3872641764,五接镇,,"{""type"":""Point"",""coordinates"":[120.68198591519,32.0808997693652]}"
3516475416,五接镇,,"{""type"":""Point"",""coordinates"":[120.681601076923,32.0845110107537]}"
3324550887,兴五大桥,,"{""type"":""Point"",""coordinates"":[120.682375245034,32.0832404022344]}"
3324550886,兴五大桥,,"{""type"":""Point"",""coordinates"":[120.68250837536,32.0837820912779]}"
3872641765,五接镇,,"{""type"":""Point"",""coordinates"":[120.683160372593,32.0849402005711]}"
3516475438,五接镇,,"{""type"":""Point"",""coordinates"":[120.683404534687,32.0849536721819]}"
3516475415,五接大桥,,"{""type"":""Point"",""coordinates"":[120.68787509053,32.0863235039189]}"
3516475439,五接大桥,,"{""type"":""Point"",""coordinates"":[120.68899888295,32.0865735237753]}"
3516475412,单八圩桥,,"{""type"":""Point"",""coordinates"":[120.693909433619,32.0880703558968]}"
3516475440,单八圩桥,,"{""type"":""Point"",""coordinates"":[120.695759513947,32.088529515481]}"
3872641785,桃园路南桥,,"{""type"":""Point"",""coordinates"":[120.693658444329,32.0955030081853]}"
3872641786,桃园路南桥,,"{""type"":""Point"",""coordinates"":[120.693480577903,32.096222778098]}"
3872641783,张大圩南路口,,"{""type"":""Point"",""coordinates"":[120.691696074591,32.1020171834994]}"
3516475441,高架桥西,,"{""type"":""Point"",""coordinates"":[120.704101179844,32.0910328193471]}"
3516475409,高架桥西,,"{""type"":""Point"",""coordinates"":[120.703990597232,32.0910734597963]}"
3516475442,高架桥东,,"{""type"":""Point"",""coordinates"":[120.708791373774,32.0933187784742]}"
3516475408,高架桥东,,"{""type"":""Point"",""coordinates"":[120.709383992367,32.0937110167356]}"
3516475407,三闸,,"{""type"":""Point"",""coordinates"":[120.716453194664,32.0977047648142]}"
3516475443,三闸,,"{""type"":""Point"",""coordinates"":[120.716642110368,32.097787790061]}"
3872641784,张大圩南路口,,"{""type"":""Point"",""coordinates"":[120.691639480728,32.1020989111857]}"
3872641780,张大圩村,,"{""type"":""Point"",""coordinates"":[120.685105135351,32.1091676988207]}"
3872641781,桃园北路口,,"{""type"":""Point"",""coordinates"":[120.689286972662,32.1105236235625]}"
3872641782,桃园北路口,,"{""type"":""Point"",""coordinates"":[120.68933269691,32.1105322216742]}"
3516475404,刘坝中心路,,"{""type"":""Point"",""coordinates"":[120.720947376199,32.0994552041334]}"
3516475444,刘坝中心路,,"{""type"":""Point"",""coordinates"":[120.721453576861,32.099393183663]}"
3516475445,刘坝农民街,,"{""type"":""Point"",""coordinates"":[120.726050346002,32.1007541237928]}"
3516475403,刘坝农民街,,"{""type"":""Point"",""coordinates"":[120.726204586736,32.1009277784163]}"
4015746411,振兴路育才路口,,"{""type"":""Point"",""coordinates"":[120.736257183923,32.0958238536683]}"
4015746412,振兴路育才路口,,"{""type"":""Point"",""coordinates"":[120.736427594332,32.0955014861452]}"
4015746410,远邦农贸市场,,"{""type"":""Point"",""coordinates"":[120.739314959318,32.0950805649877]}"
4015746409,远邦农贸市场,,"{""type"":""Point"",""coordinates"":[120.739483662929,32.094992666725]}"
4015746418,振兴北路口,,"{""type"":""Point"",""coordinates"":[120.735254843729,32.1007962057717]}"
4015746419,振兴北路口,,"{""type"":""Point"",""coordinates"":[120.735111382778,32.1017153078824]}"
3324599664,化工厂路口,,"{""type"":""Point"",""coordinates"":[120.738712099931,32.1006893646879]}"
3324599663,化工厂路口,,"{""type"":""Point"",""coordinates"":[120.738814777368,32.1008357765118]}"
3324599672,云台山,,"{""type"":""Point"",""coordinates"":[120.749356147901,32.0830141964453]}"
3324599673,云台山,,"{""type"":""Point"",""coordinates"":[120.74927673683,32.0835126552293]}"
3324599670,电瓷厂,,"{""type"":""Point"",""coordinates"":[120.74560801721,32.0888360011264]}"
3324599671,电瓷厂,,"{""type"":""Point"",""coordinates"":[120.745979560411,32.0884911571356]}"
3573406594,兴福路西,,"{""type"":""Point"",""coordinates"":[120.761164592142,32.0820605791428]}"
4535171377,兴福路西,,"{""type"":""Point"",""coordinates"":[120.761166388773,32.0821022130535]}"
3324599668,平潮中学,,"{""type"":""Point"",""coordinates"":[120.743288567146,32.0926145870867]}"
3324599667,平潮中学,,"{""type"":""Point"",""coordinates"":[120.742737540551,32.0931369662603]}"
3324599665,电容器厂,,"{""type"":""Point"",""coordinates"":[120.740651293135,32.0968787698434]}"
3324599661,电容器厂,,"{""type"":""Point"",""coordinates"":[120.740229803604,32.0980705014951]}"
3453183113,通州八院,,"{""type"":""Point"",""coordinates"":[120.749673882017,32.1012301893168]}"
3453190953,通州八院,,"{""type"":""Point"",""coordinates"":[120.75005845079,32.1013617613362]}"
3504273527,平潮镇东,,"{""type"":""Point"",""coordinates"":[120.754090808438,32.1006637958629]}"
3504273528,平潮镇东,,"{""type"":""Point"",""coordinates"":[120.753666084971,32.100812186265]}"
3504273526,马趟桥北,,"{""type"":""Point"",""coordinates"":[120.75851959262,32.097796465472]}"
3504273525,马趟桥北,,"{""type"":""Point"",""coordinates"":[120.758830589371,32.0976811737587]}"
3470739706,团圆村村部,,"{""type"":""Point"",""coordinates"":[120.724447302377,32.1096804720545]}"
3516475446,平潮地税分局,,"{""type"":""Point"",""coordinates"":[120.732190690295,32.1031828995117]}"
3516475398,平潮地税分局,,"{""type"":""Point"",""coordinates"":[120.732124035301,32.1032692679825]}"
3453190955,栖凤街,,"{""type"":""Point"",""coordinates"":[120.739327176406,32.1034223720666]}"
4679739342,栖凤街,,"{""type"":""Point"",""coordinates"":[120.739678148188,32.1032576253652]}"
3453183111,平潮客运站,,"{""type"":""Point"",""coordinates"":[120.737197270868,32.1045153999293]}"
3324599400,平潮汽车站,,"{""type"":""Point"",""coordinates"":[120.736601508171,32.1049171018832]}"
3324599399,平潮汽车站,,"{""type"":""Point"",""coordinates"":[120.736603933622,32.105211890183]}"
3516475447,平潮汽车站,,"{""type"":""Point"",""coordinates"":[120.736904330253,32.1051664621049]}"
3470739708,团四路路口,,"{""type"":""Point"",""coordinates"":[120.73372088055,32.1096813851368]}"
3470739710,团四路路口,,"{""type"":""Point"",""coordinates"":[120.733762382716,32.1096340570265]}"
3324599397,三官殿,,"{""type"":""Point"",""coordinates"":[120.732802981992,32.1123295896943]}"
3324599398,三官殿,,"{""type"":""Point"",""coordinates"":[120.732677756842,32.1128736932373]}"
3324599396,湾子头村,,"{""type"":""Point"",""coordinates"":[120.730018743601,32.1186709984358]}"
3324599395,湾子头村,,"{""type"":""Point"",""coordinates"":[120.730020899557,32.1190324666137]}"
3453183112,平潮剧场,,"{""type"":""Point"",""coordinates"":[120.743050244101,32.1023826746239]}"
3453190954,平潮剧场,,"{""type"":""Point"",""coordinates"":[120.742865730142,32.1025821988304]}"
3324599689,通西路口 / 骆驼电器,,"{""type"":""Point"",""coordinates"":[120.739832388922,32.1069877526873]}"
3470732367,通西路口,,"{""type"":""Point"",""coordinates"":[120.739795019006,32.1070730522666]}"
3324599688,市肿瘤医院,,"{""type"":""Point"",""coordinates"":[120.744834657582,32.1054034183645]}"
3324599690,伊蒂柯企业,,"{""type"":""Point"",""coordinates"":[120.746575233276,32.1087205131646]}"
3468956597,水岸花都小区,,"{""type"":""Point"",""coordinates"":[120.748049368657,32.1110328890843]}"
3470732366,水岸花都小区,,"{""type"":""Point"",""coordinates"":[120.748031492183,32.1113017113495]}"
3453190952,五平路腾通路口 / 宜和花苑,,"{""type"":""Point"",""coordinates"":[120.754055863973,32.1039185888574]}"
3453183114,五平路腾通路口 / 宜和花苑,,"{""type"":""Point"",""coordinates"":[120.754445283649,32.1043283594698]}"
3453190951,五平路凯迪大道口 / 凯迪大道,,"{""type"":""Point"",""coordinates"":[120.75701967559,32.1081333171026]}"
3453183115,五平路凯迪大道口 / 凯迪大道,,"{""type"":""Point"",""coordinates"":[120.757337858864,32.1084140181404]}"
3453190950,薛家桥村 / 薛桥南路口,,"{""type"":""Point"",""coordinates"":[120.759708872225,32.1118398100358]}"
3453183116,薛家桥村 / 薛桥南路口,,"{""type"":""Point"",""coordinates"":[120.759865358747,32.1119362139762]}"
3468956599,华源路口,,"{""type"":""Point"",""coordinates"":[120.749185288334,32.116190516642]}"
3470732365,华源路口,,"{""type"":""Point"",""coordinates"":[120.749235234664,32.1166802729583]}"
3470732363,李家桥,,"{""type"":""Point"",""coordinates"":[120.75014127546,32.1216482940567]}"
3468956602,李家桥,,"{""type"":""Point"",""coordinates"":[120.750220147541,32.1216668576273]}"
3324599393,陈元路口,,"{""type"":""Point"",""coordinates"":[120.727716631022,32.1248229901306]}"
3324599389,陈元路口,,"{""type"":""Point"",""coordinates"":[120.727791370854,32.1249989573766]}"
3324599383,吉坝村,,"{""type"":""Point"",""coordinates"":[120.724481348526,32.1331985177396]}"
3324599382,吉坝村,,"{""type"":""Point"",""coordinates"":[120.724541894976,32.1334754142473]}"
3324599381,新坝路口,,"{""type"":""Point"",""coordinates"":[120.72081406621,32.141747766135]}"
3324599380,新坝路口,,"{""type"":""Point"",""coordinates"":[120.720949442324,32.141870380341]}"
3324599378,新坝,,"{""type"":""Point"",""coordinates"":[120.720874882155,32.1459106239657]}"
3468956605,花坝中心路口,,"{""type"":""Point"",""coordinates"":[120.751159785329,32.12592892304]}"
3470732362,花坝中心路口,,"{""type"":""Point"",""coordinates"":[120.751167151514,32.1261700096137]}"
3470732361,丝坝路口,,"{""type"":""Point"",""coordinates"":[120.752617751035,32.1313397901386]}"
3468956607,丝坝路口,,"{""type"":""Point"",""coordinates"":[120.752657007413,32.1312733030687]}"
3504254930,平东大道204国道路口,,"{""type"":""Point"",""coordinates"":[120.758603674931,32.1323580860492]}"
3504252204,平东大道204国道路口,,"{""type"":""Point"",""coordinates"":[120.758712999901,32.1322769179515]}"
3468956614,新204国道路口,,"{""type"":""Point"",""coordinates"":[120.748503377202,32.1366227708319]}"
3470732360,新204国道路口,,"{""type"":""Point"",""coordinates"":[120.748460886889,32.1368023665631]}"
3468956615,四十里村村部,,"{""type"":""Point"",""coordinates"":[120.749695711079,32.1422583026113]}"
3470732359,四十里村村部,,"{""type"":""Point"",""coordinates"":[120.749624384845,32.1423412873377]}"
3504254931,张大圩路平东大道路口,,"{""type"":""Point"",""coordinates"":[120.758767707301,32.1366344091937]}"
3504258147,张大圩路平东大道路口,,"{""type"":""Point"",""coordinates"":[120.758863018553,32.1366341049228]}"
3324599379,新坝,,"{""type"":""Point"",""coordinates"":[120.720728546595,32.1461137038909]}"
3470732358,移民东路口,,"{""type"":""Point"",""coordinates"":[120.750691134245,32.1490530640168]}"
3470731982,移民东路口,,"{""type"":""Point"",""coordinates"":[120.750734612705,32.1487284506256]}"
3470732355,牡丹南路口,,"{""type"":""Point"",""coordinates"":[120.751256893211,32.1534105902616]}"
3470732356,牡丹南路口,,"{""type"":""Point"",""coordinates"":[120.751373674198,32.1536201940854]}"
3470732354,牡丹北路口,,"{""type"":""Point"",""coordinates"":[120.751925868603,32.1586732800036]}"
3470731983,牡丹北路口,,"{""type"":""Point"",""coordinates"":[120.752050195438,32.1589812032329]}"
3470731984,三港南路口,,"{""type"":""Point"",""coordinates"":[120.756796084916,32.1618640260078]}"
3470732353,三港南路口,,"{""type"":""Point"",""coordinates"":[120.756915471017,32.1619628866255]}"
3470731985,三港中心路口,,"{""type"":""Point"",""coordinates"":[120.758031987084,32.16561761233]}"
3470732352,三港中心路口,,"{""type"":""Point"",""coordinates"":[120.757955809948,32.1657034654432]}"
3504276202,城市绿谷,,"{""type"":""Point"",""coordinates"":[120.781334105891,32.0315079791473]}"
3504276201,城市绿谷,,"{""type"":""Point"",""coordinates"":[120.781097938803,32.0318320192357]}"
3504276199,古港花都,,"{""type"":""Point"",""coordinates"":[120.783084652885,32.0351709742363]}"
3504276200,古港花都,,"{""type"":""Point"",""coordinates"":[120.783182569251,32.0351130223778]}"
3810747156,芦泾港村西,,"{""type"":""Point"",""coordinates"":[120.787312394107,32.0350396115609]}"
3415385241,长江路永兴路口,,"{""type"":""Point"",""coordinates"":[120.804287947862,32.0301760138392]}"
3415385242,长江路永兴路口,,"{""type"":""Point"",""coordinates"":[120.800848298639,32.0309374982644]}"
3415392055,金桑公司,,"{""type"":""Point"",""coordinates"":[120.800906778964,32.0320039009041]}"
3415392056,金桑公司,,"{""type"":""Point"",""coordinates"":[120.801178339675,32.0328339850586]}"
3062532086,南通港,,"{""type"":""Point"",""coordinates"":[120.817458238074,32.0104966161145]}"
3062532101,南通港,,"{""type"":""Point"",""coordinates"":[120.81787766148,32.0111815587828]}"
3062532094,北岸华庭,,"{""type"":""Point"",""coordinates"":[120.820703851196,32.0132074874673]}"
3062532067,北岸华庭,,"{""type"":""Point"",""coordinates"":[120.820805989643,32.0129756242287]}"
3552730969,任港路长江路口,,"{""type"":""Point"",""coordinates"":[120.827365937006,32.0087747914538]}"
3062532074,国际大酒店,,"{""type"":""Point"",""coordinates"":[120.823844361429,32.0140407125749]}"
3160956528,中远小区,,"{""type"":""Point"",""coordinates"":[120.832981395678,32.0007054593271]}"
3552730960,中远小区,,"{""type"":""Point"",""coordinates"":[120.831687103017,32.002494168719]}"
3159153534,虹桥小学,,"{""type"":""Point"",""coordinates"":[120.837154698994,32.0024198937892]}"
3159153535,虹桥小学,,"{""type"":""Point"",""coordinates"":[120.83737020483,32.0027233160207]}"
3160993269,虹桥路外环西路东,,"{""type"":""Point"",""coordinates"":[120.840543144245,31.9996223133125]}"
3160993268,虹桥路外环西路东,,"{""type"":""Point"",""coordinates"":[120.84116405977,31.9998270896828]}"
3160993266,虹桥南村,,"{""type"":""Point"",""coordinates"":[120.844420901832,31.9997699534648]}"
3160993267,虹桥南村,,"{""type"":""Point"",""coordinates"":[120.844222643649,31.9999578933972]}"
3189922793,虹桥二中,,"{""type"":""Point"",""coordinates"":[120.846840603882,31.9999233069935]}"
3160993264,虹桥二中,,"{""type"":""Point"",""coordinates"":[120.847595637878,31.9997275202772]}"
3159167425,外滩小区,,"{""type"":""Point"",""coordinates"":[120.834574198509,32.0034630891884]}"
3159167424,外滩小区,,"{""type"":""Point"",""coordinates"":[120.834869564574,32.0039993848177]}"
3159153533,南通海关西,,"{""type"":""Point"",""coordinates"":[120.836681646165,32.0043891113209]}"
3159153532,南通海关西,,"{""type"":""Point"",""coordinates"":[120.836984198753,32.0042385076672]}"
3159167426,南通海关,,"{""type"":""Point"",""coordinates"":[120.837719379981,32.0051576660222]}"
3159167427,南通海关,,"{""type"":""Point"",""coordinates"":[120.838429947371,32.0054344934443]}"
3552730962,任港路长江路口,,"{""type"":""Point"",""coordinates"":[120.827951369076,32.0088850915788]}"
3552730967,任港西路,,"{""type"":""Point"",""coordinates"":[120.830846279911,32.0094714777222]}"
3552730968,任港西路,,"{""type"":""Point"",""coordinates"":[120.830786002955,32.0095881755822]}"
3159153530,外环西路任港路口,,"{""type"":""Point"",""coordinates"":[120.835576179376,32.0099774212864]}"
3159153531,外环西路任港路口,,"{""type"":""Point"",""coordinates"":[120.835230597487,32.0103221803867]}"
3160475571,任港路外环西路东,,"{""type"":""Point"",""coordinates"":[120.837554449295,32.0107690094079]}"
3160475570,任港路外环西路东,,"{""type"":""Point"",""coordinates"":[120.836344059281,32.0115191531969]}"
3159167429,南通体育馆,,"{""type"":""Point"",""coordinates"":[120.842578277522,32.0057520745617]}"
3159167428,南通体育馆,,"{""type"":""Point"",""coordinates"":[120.842851904357,32.0055323045845]}"
3159167430,千家惠,,"{""type"":""Point"",""coordinates"":[120.849174786316,32.0062220834553]}"
3159167431,千家惠,,"{""type"":""Point"",""coordinates"":[120.849463864174,32.0060557142943]}"
3160475572,都市华城,,"{""type"":""Point"",""coordinates"":[120.841970118074,32.0116180242498]}"
3160475573,都市华城,,"{""type"":""Point"",""coordinates"":[120.842091929627,32.011840217128]}"
3160475575,经纬信息公司,,"{""type"":""Point"",""coordinates"":[120.847159685471,32.0130402169376]}"
3160475574,经纬信息公司,,"{""type"":""Point"",""coordinates"":[120.848051173559,32.0130815014045]}"
3158944246,通沙汽渡,,"{""type"":""Point"",""coordinates"":[120.806464475964,32.0202003563683]}"
3158944247,通沙汽渡,,"{""type"":""Point"",""coordinates"":[120.806307270789,32.0203520000982]}"
3158944248,老车管所,,"{""type"":""Point"",""coordinates"":[120.809126004488,32.0222311885865]}"
3158944249,老车管所,,"{""type"":""Point"",""coordinates"":[120.809389210866,32.0227105571311]}"
3872619031,江景国际花园,,"{""type"":""Point"",""coordinates"":[120.821948646685,32.0163312618375]}"
3062532069,国际大酒店,,"{""type"":""Point"",""coordinates"":[120.825704862214,32.0150319046764]}"
3872619032,江景国际花园,,"{""type"":""Point"",""coordinates"":[120.823481262391,32.0172998837107]}"
3415385240,东港河桥,,"{""type"":""Point"",""coordinates"":[120.806940493233,32.0279014993088]}"
3415385239,东港河桥,,"{""type"":""Point"",""coordinates"":[120.807196063931,32.0282785581077]}"
3158944251,越江路通港路东,,"{""type"":""Point"",""coordinates"":[120.813838746131,32.0262228034264]}"
3158944250,越江路通港路东,,"{""type"":""Point"",""coordinates"":[120.814081291258,32.0259547210246]}"
3122132542,果园·三菱汽车广场,,"{""type"":""Point"",""coordinates"":[120.808264160804,32.034155402586]}"
3182586212,果园·三菱汽车广场,,"{""type"":""Point"",""coordinates"":[120.808194361707,32.0345304556657]}"
4524361927,港闸区政府,,"{""type"":""Point"",""coordinates"":[120.814110037347,32.0332057689347]}"
4524361928,港闸区政府,,"{""type"":""Point"",""coordinates"":[120.814696008407,32.0327288922514]}"
3182586213,第四人民医院,,"{""type"":""Point"",""coordinates"":[120.815299855941,32.0328793729294]}"
3158944253,越江新村,,"{""type"":""Point"",""coordinates"":[120.81903729668,32.0302942846128]}"
3158944252,越江新村,,"{""type"":""Point"",""coordinates"":[120.81953388537,32.0301649711642]}"
3159153524,越江路口南,,"{""type"":""Point"",""coordinates"":[120.822429694519,32.0300174561298]}"
3159153525,越江路口南,,"{""type"":""Point"",""coordinates"":[120.823013689286,32.0300222539896]}"
3122113005,第四人民医院,,"{""type"":""Point"",""coordinates"":[120.817971535427,32.0319301068201]}"
3158949722,越江路口东,,"{""type"":""Point"",""coordinates"":[120.822026800115,32.0332558781578]}"
3985464699,尚美家西门,,"{""type"":""Point"",""coordinates"":[120.821122466118,32.0358021216682]}"
3122113004,越江路口东,,"{""type"":""Point"",""coordinates"":[120.822488444339,32.03283931585]}"
3122113002,尚美家,,"{""type"":""Point"",""coordinates"":[120.824927100841,32.0352933507735]}"
3062532083,长途车站,,"{""type"":""Point"",""coordinates"":[120.829048661196,32.0160380911795]}"
3062532096,长途车站,,"{""type"":""Point"",""coordinates"":[120.829769289717,32.0162950059172]}"
3062532072,长途车站,,"{""type"":""Point"",""coordinates"":[120.830514442245,32.0167606953666]}"
3159153529,茶庵殿,,"{""type"":""Point"",""coordinates"":[120.833086768061,32.0161029864021]}"
3159153528,茶庵殿,,"{""type"":""Point"",""coordinates"":[120.832465493211,32.0190892594441]}"
3062532081,人民路外环西路东,,"{""type"":""Point"",""coordinates"":[120.834913312528,32.0174417067036]}"
3062532093,人民路外环西路东,,"{""type"":""Point"",""coordinates"":[120.835579952301,32.0176795758168]}"
3062532068,交通局,,"{""type"":""Point"",""coordinates"":[120.838478636059,32.0175564902432]}"
3872619033,节制闸新村南,,"{""type"":""Point"",""coordinates"":[120.828494849823,32.0212023732704]}"
3872619034,节制闸新村南,,"{""type"":""Point"",""coordinates"":[120.830342235205,32.0228168038712]}"
3159153526,节制闸,,"{""type"":""Point"",""coordinates"":[120.828661846635,32.0248992151016]}"
3159153527,节制闸,,"{""type"":""Point"",""coordinates"":[120.829748538634,32.0243472763947]}"
3161032574,节制闸新村,,"{""type"":""Point"",""coordinates"":[120.831881408613,32.0236427823902]}"
3062532097,交通局,,"{""type"":""Point"",""coordinates"":[120.840981162778,32.0178102778909]}"
3062532082,市一中,,"{""type"":""Point"",""coordinates"":[120.842115465487,32.0176347897485]}"
3160522757,孩儿巷,,"{""type"":""Point"",""coordinates"":[120.846787872774,32.0167651130831]}"
3062532080,市一中,,"{""type"":""Point"",""coordinates"":[120.844749954721,32.0179175204791]}"
3160522756,孩儿巷,,"{""type"":""Point"",""coordinates"":[120.846474091246,32.0169674899717]}"
3062532090,端平桥,,"{""type"":""Point"",""coordinates"":[120.847876630899,32.0177804205571]}"
3062532089,端平桥,,"{""type"":""Point"",""coordinates"":[120.848985690949,32.0179894978561]}"
3162427181,黎明花园,,"{""type"":""Point"",""coordinates"":[120.844091579449,32.0226689723519]}"
3162427179,阳光花园,,"{""type"":""Point"",""coordinates"":[120.843280041421,32.0247495590815]}"
3162427184,第一人民医院,,"{""type"":""Point"",""coordinates"":[120.845279691244,32.0199857240805]}"
3162427183,第一人民医院,,"{""type"":""Point"",""coordinates"":[120.845554755384,32.0198330895997]}"
3162427182,黎明花园,,"{""type"":""Point"",""coordinates"":[120.844297113986,32.0226610514395]}"
3161032576,城港北村,,"{""type"":""Point"",""coordinates"":[120.835144808377,32.0258287524888]}"
3161032575,城港北村,,"{""type"":""Point"",""coordinates"":[120.834752244598,32.0258433752056]}"
3162427180,阳光花园,,"{""type"":""Point"",""coordinates"":[120.842824775236,32.0252286859667]}"
3162445790,猫儿桥,,"{""type"":""Point"",""coordinates"":[120.843807981314,32.0260743681254]}"
3162427178,孩儿巷钟秀路南,,"{""type"":""Point"",""coordinates"":[120.842079263381,32.0267323101468]}"
3162427177,孩儿巷钟秀路南,,"{""type"":""Point"",""coordinates"":[120.841941012659,32.0275456871989]}"
3161032577,百花桥,,"{""type"":""Point"",""coordinates"":[120.839304816626,32.0286658966351]}"
3162427176,城闸大桥南,,"{""type"":""Point"",""coordinates"":[120.84030949244,32.0303645768289]}"
