345071822,,,"{""type"":""LineString"",""coordinates"":[[120.177022681893,30.1790831868346],[120.176534267873,30.1790261099392],[120.176319660351,30.1789703531577],[120.175928084719,30.1788499090833],[120.175579358726,30.1786596521861],[120.17517170325,30.1783721694347],[120.174747878099,30.1781542659584],[120.174350912575,30.1780290061867],[120.174189934476,30.1779779858869],[120.173986196569,30.1779408660783],[120.170493906071,30.1780614665768]]}"
460584077,书院,,"{""type"":""Polygon"",""coordinates"":[[[121.845598136886,30.9617450050314],[121.845749233517,30.9620012115322],[121.84711179814,30.9614100713835],[121.846960701509,30.9611538632968],[121.845598136886,30.9617450050314]]]}"
472139046,上海儿童医学中心,,"{""type"":""Point"",""coordinates"":[121.519567001266,31.2061386712158]}"
454885843,沪杭铁路外环线,,"{""type"":""LineString"",""coordinates"":[[121.351115368345,31.1208655976967],[121.35066603104,31.1214705907082]]}"
306671005,,,"{""type"":""LineString"",""coordinates"":[[120.228613467649,30.2993459514224],[120.229154343282,30.2997223525795],[120.229735193944,30.3002385154271],[120.229971181369,30.3005257970731]]}"
153934287,,,"{""type"":""LineString"",""coordinates"":[[119.892841809572,31.091551463199],[119.892608696755,31.0911056723779]]}"
454934629,京沪线,,"{""type"":""LineString"",""coordinates"":[[121.453474981373,31.2501853080124],[121.453789751048,31.2501038254167],[121.454358294792,31.2500449981644]]}"
5124536670,禄口新城东（建设中）,,"{""type"":""Point"",""coordinates"":[118.909791678636,31.7564070541635]}"
385786262,,,"{""type"":""LineString"",""coordinates"":[[120.454020804865,31.6003110814617],[120.453825870449,31.6004345712261],[120.453197768402,31.6008342668376],[120.452403837354,31.6013673191692]]}"
49026398,上海轨道交通4号线,,"{""type"":""LineString"",""coordinates"":[[121.416393065433,31.1986554650692],[121.416542275602,31.1980306788296],[121.416937983485,31.1967794803058]]}"
2356329716,淮海中路,,"{""type"":""Point"",""coordinates"":[121.459857062309,31.2218636070771]}"
385355137,,,"{""type"":""LineString"",""coordinates"":[[119.608064276238,32.0628384533714],[119.608998703797,32.0620795943348],[119.6099010615,32.0613537696187],[119.610780601995,32.0606609038785],[119.611902597784,32.0598271132064],[119.612454702358,32.0594131841706],[119.612703895018,32.0592325226304]]}"
97658093,南何支线,,"{""type"":""LineString"",""coordinates"":[[121.391516469428,31.3004471196932],[121.391710056372,31.30047882032],[121.39210199133,31.3005430658674],[121.393030849334,31.3006952746779],[121.393387300839,31.3007415590027],[121.393803130984,31.3007889946552],[121.394226956135,31.3008173178732],[121.403570602899,31.3012473845527],[121.403961100553,31.301258898001],[121.405898856453,31.3012519131759]]}"
93862314,上海轨道交通1号线,,"{""type"":""LineString"",""coordinates"":[[121.400338105181,31.1347668508807],[121.406273813252,31.1410045545737],[121.407663147671,31.1422936257712],[121.408185697672,31.1427786952036],[121.408656055554,31.143229625332],[121.409528229864,31.1440615146727],[121.41023861759,31.144724714384],[121.410501554474,31.1449865024668],[121.41073996735,31.1452445225542],[121.411383161094,31.1460807765155],[121.411587887147,31.146329260228],[121.411801237027,31.1465653652809],[121.416686455205,31.1511684121837],[121.417917775965,31.1522536970945],[121.418140108998,31.1524528863098]]}"
71896299,,,"{""type"":""LineString"",""coordinates"":[[121.563779474436,31.2061138539298],[121.564257378167,31.2060659865146],[121.564391406807,31.2060606849856],[121.564527591404,31.2060682915272],[121.564686054221,31.2060898818084],[121.564723154642,31.2060931088251],[121.567175555367,31.2064503081597]]}"
101892338,白银路,,"{""type"":""Polygon"",""coordinates"":[[[121.240391990865,31.347797570239],[121.240487751275,31.3478409161156],[121.240574169205,31.3478778176337],[121.240656814211,31.3479171741226],[121.241371873177,31.3467625568345],[121.241287341709,31.3467243506514],[121.241202091588,31.3466859142949],[121.241107139663,31.3466429514827],[121.240391990865,31.347797570239]]]}"
518317768,,,"{""type"":""LineString"",""coordinates"":[[120.179867287072,30.2929607173842],[120.179639833642,30.2920653723114],[120.179580634664,30.2918713009424],[120.179300450127,30.2909536065457],[120.179245563063,30.290729514369],[120.178861263785,30.2890531117929],[120.178471933941,30.2872386832166],[120.178222471786,30.2862043562564],[120.178147552292,30.2858510194764],[120.178152582857,30.2856052731895],[120.178282389416,30.2850839135773],[120.17863704429,30.2843385219903]]}"
128613115,,,"{""type"":""LineString"",""coordinates"":[[121.339850854009,31.0102760807231],[121.340409516284,31.0103661617295]]}"
385222563,,,"{""type"":""LineString"",""coordinates"":[[119.263523533852,32.1621783263537],[119.266784957322,32.1620988578228]]}"
347042052,,,"{""type"":""LineString"",""coordinates"":[[120.711060608013,31.3432446075917],[120.715264274385,31.3441959567808],[120.720516184862,31.3453573569666],[120.726148172536,31.3465857955681],[120.736328779651,31.3487952875229],[120.744230450722,31.3505023146721],[120.746836283698,31.351339821449],[120.750077315411,31.3526877797334],[120.757294380404,31.3558333241507],[120.758771210731,31.356366163],[120.759696655137,31.3566400222761],[120.76364825424,31.3575531109004],[120.765008573075,31.3578493660957]]}"
347270724,沪杭客运专线,,"{""type"":""LineString"",""coordinates"":[[121.36225223208,31.0930412124839],[121.361728604101,31.0923604970396],[121.36093979345,31.0911362123852]]}"
524578329,,,"{""type"":""LineString"",""coordinates"":[[120.263765173537,30.3829078883365],[120.263591708856,30.3825559077817],[120.263566556028,30.382504916218],[120.263437737616,30.3821974163759],[120.263231035269,30.3817657680398],[120.2630453535,30.3815332041155],[120.262590087314,30.3809698872047],[120.262119729431,30.3804374881303],[120.261589543751,30.3797992253884],[120.260714854159,30.378809506913],[120.259837200126,30.3777525096833],[120.258959456262,30.3767083659237],[120.258039761074,30.3756566159884],[120.257254992842,30.3747262988254],[120.256718788449,30.3740852862382],[120.256577932612,30.3739198979535],[120.256302329483,30.3736795651816],[120.256072809928,30.3735089835813],[120.255727677196,30.373252684361]]}"
132512763,,,"{""type"":""LineString"",""coordinates"":[[121.338787608038,31.2358084936372],[121.338723198832,31.2361224138711],[121.338701818929,31.2362648182527],[121.338677654248,31.2366185240002],[121.338490445342,31.2389193072369]]}"
321205019,上海轨道交通11号线,,"{""type"":""LineString"",""coordinates"":[[121.589378405761,31.1547654801253],[121.588882895051,31.1560620516513],[121.588566957565,31.1568887547224],[121.58768148819,31.1592058526062],[121.587601807624,31.1594008761419],[121.587512874411,31.1596021258655],[121.587422234399,31.1597863866013],[121.587308956841,31.1599787184514],[121.587197386083,31.1601419157942],[121.587075035541,31.1602989631838],[121.586908757382,31.160492677667],[121.586720201004,31.1606816257774],[121.586489872965,31.1608837183556],[121.586253436382,31.1610543705585],[121.586009094625,31.1612058817836],[121.585780563217,31.1613317950376],[121.585558230184,31.1614367994914],[121.585267715021,31.1615534111825],[121.584968755695,31.161649191014],[121.584671413336,31.1617285206245],[121.581948709541,31.1623467819702],[121.581591269889,31.1624176553866],[121.581193765376,31.1624882212734],[121.580776138601,31.1625482560442],[121.580365069527,31.1625966066835],[121.579942951175,31.1626303521865],[121.579515532762,31.1626461103331],[121.579346200331,31.1626477245821]]}"
94229482,,,"{""type"":""LineString"",""coordinates"":[[119.472568956483,32.4499813901344],[119.472820754258,32.4500352876509],[119.473492244932,32.4501731772124],[119.474499705524,32.4503470739177],[119.475464945296,32.4504789744206],[119.476526304805,32.4505689547104],[119.477593593194,32.4506228518754],[119.478792664435,32.4506888777538],[119.479859952824,32.4507608163424],[119.48114921492,32.4508448077936],[119.482438297352,32.4509586661159],[119.483577450964,32.4509946732119],[119.484284964082,32.4510366688382],[119.485502181292,32.4510905657236],[119.486371570824,32.4511446141852],[119.487276982799,32.4512164766057],[119.488254259996,32.4512644606584],[119.490172971612,32.4513603528829],[119.491708012769,32.45146238513],[119.492703256273,32.451534323101],[119.493674694421,32.4516362035433],[119.4946279866,32.4517681779629],[119.495881136422,32.4519479842707],[119.499520660795,32.4525175706861],[119.503651833124,32.4531591659773]]}"
454857707,,,"{""type"":""LineString"",""coordinates"":[[121.292605668439,31.2236649635672],[121.292684810016,31.2239459687042]]}"
424241675,,,"{""type"":""LineString"",""coordinates"":[[121.149381693137,31.3175602223569],[121.149770214498,31.3174880838757],[121.150513480564,31.3173175605653],[121.151344781528,31.3170974607145],[121.156315249826,31.3158242021445],[121.157472459575,31.3155162261613],[121.157984229793,31.3153473876669]]}"
524582769,,,"{""type"":""LineString"",""coordinates"":[[120.269009717829,30.3910812766031],[120.26932655363,30.3914450045804],[120.269445131247,30.391593393428]]}"
385944676,,,"{""type"":""LineString"",""coordinates"":[[118.909176063172,32.1354514724214],[118.909410792956,32.1356786893625],[118.909634742956,32.1358954843762]]}"
237491006,,,"{""type"":""LineString"",""coordinates"":[[120.172393932728,29.6853646677243],[120.172685256375,29.6907803929616],[120.172993737844,29.6941556990678],[120.173129473283,29.6991784546781],[120.173197116424,29.7012469607313],[120.173415856196,29.7038553759496],[120.173560754451,29.7053766666246],[120.173903012574,29.7083652642735],[120.174524197593,29.7111598889275],[120.174814982251,29.7123939525653],[120.175626969436,29.7155329950548],[120.176598946573,29.7188439644972],[120.178656986889,29.7270689949946],[120.18128896084,29.7361229885032],[120.181937005486,29.7388120078991],[120.183386976186,29.7439559976806],[120.184287986416,29.7470829777124],[120.185476996526,29.7514439895363],[120.186666994783,29.7559649970372],[120.188166013498,29.7611479560389],[120.189751989132,29.7658259661348],[120.191251995993,29.7694039829199],[120.1937849756,29.7755609761039],[120.194404004662,29.7770029749403],[120.19551468168,29.7793331774658],[120.196716807193,29.7816145963887],[120.197693096243,29.7833838863073],[120.198969871757,29.7853019786244],[120.200224548714,29.787164290877],[120.20205980684,29.7897063102761],[120.204280532053,29.7928720110187],[120.20577200492,29.7949389747226],[120.206823393128,29.7964844531783],[120.208990578751,29.7994451568355],[120.21235944073,29.8039233079772],[120.215813552829,29.8076749537829],[120.21754101312,29.8094716873957],[120.218871238393,29.8106725836646],[120.220459639478,29.8120968511725],[120.223452466679,29.8147126710269],[120.228989143101,29.8197206593654],[120.231209508989,29.8219918831274],[120.232958259352,29.8239185873611],[120.234610440823,29.825863880332],[120.23932048752,29.8313088003735],[120.243225733555,29.835841318624],[120.245844142945,29.839135767081],[120.247153078146,29.8409412857076],[120.248343974718,29.8428398073778],[120.250328802338,29.8458176826004],[120.251658668285,29.848023098129],[120.253000302162,29.8503588141973],[120.25434085806,29.852480374303],[120.256969418413,29.8571235742186],[120.258150074191,29.8594963165858],[120.259437539656,29.8621852940868],[120.260005634242,29.8637763188252],[120.260660056926,29.8656557878228],[120.261818883643,29.8691447007602],[120.262270017578,29.871079765185],[120.262591883945,29.8728103155427],[120.263020470167,29.8755733227945],[120.263299397062,29.8779362794112],[120.26354670326,29.8794898212205],[120.263674892851,29.8855828675515],[120.263718371311,29.8908478170703],[120.263718371311,29.8950334871614],[120.263836409939,29.8974983125104],[120.26396513852,29.9005861503311],[120.264179207052,29.9038041718778],[120.264404953683,29.9058501515615],[120.265005836776,29.910472256965],[120.265767069148,29.9160799646726],[120.266056685996,29.9187023253136],[120.266486350196,29.9221893818067],[120.267044293819,29.9260389621548],[120.26725890134,29.9277498735678],[120.267537289247,29.9297675683494],[120.268095771859,29.9342956132526],[120.268835444664,29.939111709131],[120.269393388287,29.9426445218428],[120.26996193203,29.946140002254],[120.270766642862,29.9492078066397],[120.271839590637,29.9530750216702],[120.272772940217,29.955649864444],[120.274221832939,29.9592843560981],[120.275487379511,29.9621193665749],[120.277922802078,29.9669899136383],[120.281731569051,29.9731797804438],[120.284059642942,29.9764791056936],[120.289155336391,29.9844713775053],[120.290250742048,29.9865343721323],[120.29211753104,29.9901398802481],[120.293598134291,29.9932619546468],[120.294735491273,29.996254083871],[120.296579732551,30.0017174686816],[120.297739457583,30.0061029115181],[120.298661668053,30.0111569808857],[120.299091332254,30.0141113113771],[120.299659516671,30.0183568211147],[120.300699586107,30.0260018738681],[120.300823643448,30.0268256737743]]}"
225659109,,,"{""type"":""LineString"",""coordinates"":[[120.540970088688,32.4668335192659],[120.541514377919,32.4658617967192],[120.545054458791,32.4596703719921]]}"
184905706,,,"{""type"":""LineString"",""coordinates"":[[118.941417676697,30.7072104557802],[118.944494496377,30.7041055929801],[118.945112896618,30.7034819668537],[118.946044269905,30.7026745063788],[118.947311702939,30.7019262052359]]}"
384146498,仙宁线,,"{""type"":""LineString"",""coordinates"":[[118.911807587965,32.127785098253],[118.912572054272,32.128240786956],[118.913709411253,32.1289040800174],[118.914910997777,32.1295695743913],[118.916182383399,32.1303350999244],[118.917617352234,32.1311777563479],[118.918947667338,32.1319159586667],[118.920082239542,32.1325155534743],[118.921613867101,32.133301517253],[118.92211925928,32.1335526256237],[118.923024671255,32.1339533630276],[118.924173347009,32.1344313093035],[118.924603280704,32.1346069537404]]}"
169039066,沈杜公路,,"{""type"":""Polygon"",""coordinates"":[[[121.50775361629,31.0641100069274],[121.507783081032,31.0641307061608],[121.507804550767,31.0641353230895],[121.507850185183,31.0641421715335],[121.507890339877,31.0641421715335],[121.507930584401,31.0641330146252],[121.507962744089,31.0641100069274],[121.508037663583,31.062864274139],[121.507983944329,31.0628298006049],[121.507957174534,31.0628228751166],[121.507930584401,31.0628187967732],[121.50789815522,31.0628182581241],[121.507844795292,31.0628418047834],[121.507825930671,31.0628625042927],[121.50775361629,31.0641100069274]]]}"
345071814,,,"{""type"":""LineString"",""coordinates"":[[120.163994954316,30.2175680799834],[120.159912560508,30.2143834518404],[120.159150878978,30.2136788995839],[120.15888237254,30.213430410966],[120.158549995885,30.2131226133543],[120.157831972478,30.2125332539288]]}"
405013959,,,"{""type"":""LineString"",""coordinates"":[[121.487044304888,29.8119676990914],[121.486936417222,29.8130127583386]]}"
482959935,,,"{""type"":""LineString"",""coordinates"":[[120.781444508839,31.2750707639812],[120.782339590188,31.2751969863386],[120.782800875087,31.2752290793441],[120.783154990972,31.2751511501371],[120.785513607582,31.2746224582698],[120.785834485801,31.2745505940288],[120.786043703431,31.2745138941069],[120.786290470639,31.2745092874211],[120.790233266253,31.2745459873449]]}"
2969811777,鼓楼,,"{""type"":""Point"",""coordinates"":[121.544408652807,29.8755360895781]}"
385944565,,,"{""type"":""LineString"",""coordinates"":[[118.898670176092,32.128405564648],[118.898388194925,32.1283346631106],[118.897857560086,32.128202064916],[118.897274194141,32.1280575227746],[118.896923581686,32.1279304776507]]}"
474616972,,,"{""type"":""LineString"",""coordinates"":[[120.501475747053,31.2822450545654],[120.501602948498,31.2815429738322],[120.501593785682,31.2813729996463],[120.501565937908,31.2810723580144],[120.501565937908,31.2809280251234],[120.501948440556,31.2788952110799]]}"
307324285,,,"{""type"":""LineString"",""coordinates"":[[121.370945049422,31.1019526808427],[121.370367163199,31.1013844844032],[121.367663234194,31.0988632111115],[121.367097205734,31.0983286876524]]}"
95115675,,,"{""type"":""LineString"",""coordinates"":[[121.428325656847,31.1573855110868],[121.42777274379,31.1569111249582],[121.427166470804,31.1563518674786],[121.427090114005,31.1562809895252]]}"
97568802,上海轨道交通3号线,,"{""type"":""LineString"",""coordinates"":[[121.460708036377,31.410081077286],[121.460969985114,31.4100952607792],[121.461245139086,31.4101350512162],[121.464800940475,31.4108561062125],[121.465056870499,31.4108841662949],[121.465284683255,31.4108965096619],[121.465515729946,31.4109040996817],[121.465746417311,31.4108994996698],[121.465978002992,31.4108869263026],[121.466196473269,31.4108637729026],[121.466427250465,31.410822372769],[121.466651559792,31.4107749925938],[121.466870748721,31.4107195623584],[121.467084368096,31.4106535520353],[121.467296639997,31.4105739715841],[121.467517356063,31.4104808209703],[121.467726573692,31.4103849869089],[121.467948098241,31.4102663825389],[121.468162256605,31.4101287644816],[121.468355214728,31.4099886928589],[121.468544489758,31.4098316007902],[121.46956785053,31.4088395149841],[121.469712748785,31.4086918512386],[121.46985405378,31.4085385904386],[121.469990148545,31.4083865560911],[121.470123907691,31.4082283879735],[121.470249312505,31.4080692228899],[121.470369776584,31.4079008572186],[121.47050120011,31.4077028201612],[121.470633701615,31.4074585508805],[121.470810579894,31.4071356176353],[121.470929876164,31.4068965604477],[121.471009646561,31.4067242824882],[121.471599390545,31.405345204041],[121.471700091688,31.4051247734897],[121.471795672435,31.4049514188734],[121.471894576947,31.4047687866402],[121.472460785071,31.4038444259393],[121.472550616599,31.4036719890312],[121.472626614072,31.4035200234721],[121.472728662689,31.4033097094796],[121.472817236576,31.4031006984608],[121.473420275626,31.4016093154259],[121.473553495783,31.4012228753617],[121.473664078394,31.4008822087237],[121.473781847528,31.4004709995189],[121.473852365278,31.4001269564226],[121.473942017143,31.3997965603835],[121.474064008359,31.399368324288],[121.474194174243,31.3990124689577],[121.474319040068,31.3987237811925],[121.475304042777,31.3966292539422],[121.47554227599,31.3961228675907],[121.475905554691,31.3954530746637],[121.477804772865,31.3926608263136],[121.479257169016,31.390360191749],[121.479844397717,31.3894520996215],[121.480423990739,31.3885365602544],[121.481678398201,31.38654418262],[121.483008264148,31.3842845799894]]}"
3740822484,蒋家,,"{""type"":""Point"",""coordinates"":[121.443015806688,29.7076511080845]}"
3740891798,庄桥火车站,,"{""type"":""Point"",""coordinates"":[121.529252546828,29.9242880035259]}"
384260652,,,"{""type"":""LineString"",""coordinates"":[[119.080883550008,32.1523291759377],[119.079436274254,32.1520435143117],[119.077118980147,32.1516855994136]]}"
385350405,,,"{""type"":""LineString"",""coordinates"":[[119.320909800664,32.1678994982201],[119.321297244046,32.1672583889595],[119.321713074191,32.1665591025008],[119.322324557405,32.1654874257011],[119.322777847297,32.1646790781583],[119.32320706234,32.163945703778],[119.323759616071,32.1630102702578],[119.324060012702,32.1624561995043],[119.324556152233,32.1616501825203],[119.325207969804,32.160766894092],[119.325481596639,32.1603763128541],[119.325586160538,32.1601652036064],[119.325690814269,32.1598791102503],[119.325730968962,32.1596133970093],[119.32574435386,32.1593250204572],[119.325709948384,32.1590751998424],[119.325616433763,32.1587206587258],[119.325478272873,32.1584091602872],[119.325329871188,32.158199263278],[119.325026959274,32.157858483807],[119.324740396698,32.1575797600831],[119.324140771246,32.1571185902271],[119.323642655421,32.1567433556441],[119.3233052482,32.1564267550162],[119.323106091702,32.1562271203772],[119.322914930209,32.1559620809523],[119.322646693265,32.1555765745995],[119.322435229848,32.1551945650189],[119.322256375275,32.1547368054612],[119.32215675211,32.1544510753279],[119.322093780208,32.1541172787302],[119.322049044107,32.1537713884166],[119.322051110232,32.1534167506131],[119.322069346032,32.1530416528973],[119.322136450184,32.1526889136128],[119.322181186285,32.1523309251941],[119.322203554336,32.1519814535206],[119.322244158187,32.1515856628735],[119.322270658488,32.151219075845],[119.322317370882,32.1507269190326],[119.32235599844,32.150236356747],[119.322412861797,32.1496047824381],[119.322441338392,32.1490678191435],[119.322490206743,32.1485291794145],[119.322551202351,32.1479198783646],[119.322567372026,32.1475757138822]]}"
331711815,,,"{""type"":""LineString"",""coordinates"":[[121.597137334533,31.1628174511814],[121.594321655107,31.1645087816557],[121.594262905287,31.1645440638269]]}"
117887186,,,"{""type"":""LineString"",""coordinates"":[[121.559252684056,29.8520227974148],[121.557892095727,29.852154702563]]}"
384268811,,,"{""type"":""LineString"",""coordinates"":[[119.431542897458,32.2006215566407],[119.431093110995,32.2005589968452],[119.430288849321,32.2004272638667],[119.429384605156,32.2002696097225],[119.428343188247,32.2001013892568],[119.427244818149,32.1999188776812],[119.426067845464,32.1997299044604],[119.425214356113,32.1995864639459],[119.424031274883,32.199374001295],[119.423416557734,32.199241126369],[119.422874334629,32.1990938082893]]}"
128683063,金山支线,,"{""type"":""LineString"",""coordinates"":[[121.303973129708,30.9887897146695],[121.30419779836,30.9894124900775],[121.30447753374,30.9901011038307],[121.304794639035,30.990866797675],[121.30518576551,30.9917182715835],[121.305505296256,30.9923287067784],[121.305863364729,30.9929426803588],[121.306268145596,30.9935444830619],[121.307287643611,30.9950045030136]]}"
524582764,,,"{""type"":""LineString"",""coordinates"":[[120.273385052252,30.3956084078817],[120.272901938292,30.3950065071677],[120.271747962478,30.3936571761013],[120.271379832875,30.3932073691083],[120.271191995149,30.3930287630009],[120.2707166067,30.3926187813257],[120.270168364882,30.3922119749009],[120.269589400682,30.3918911777827],[120.269152280465,30.3916199716678],[120.268975941174,30.391487700298],[120.268757381066,30.391249580386]]}"
45107881,,,"{""type"":""LineString"",""coordinates"":[[121.529499044542,29.9109639046681],[121.530730005975,29.9137464883731],[121.531125174869,29.9152755681774],[121.531249950862,29.9166559867443],[121.53141793582,29.9197009531637],[121.531617451645,29.9219083943718],[121.531689316867,29.9227035501662],[121.531992318613,29.9260291525124],[121.532121496351,29.9286718040821],[121.53217261049,29.9308591944741],[121.532190756459,29.9316369960839],[121.532331702127,29.9344844719381],[121.532073077157,29.9363654101478],[121.531613768552,29.9376409901744],[121.530982702065,29.9390742661244]]}"
524582791,,,"{""type"":""LineString"",""coordinates"":[[120.268357630764,30.3899824906371],[120.268043040752,30.3896128680387],[120.267832475649,30.3893707141107]]}"
182222827,上海轨道交通11号线,,"{""type"":""LineString"",""coordinates"":[[121.137965543181,31.2935251514453],[121.137739077898,31.2936278597698],[121.137477757981,31.2937261925226],[121.13728255407,31.2937866045533],[121.137083038246,31.2938450974864],[121.13684875762,31.293894916242],[121.136577556235,31.2939458096432],[121.136296742877,31.2939798920865],[121.135966791674,31.293997086828],[121.135594350157,31.2939894106045],[121.135303206173,31.2939667657415],[121.134981699133,31.2939294592775],[121.132903536555,31.2936303161708],[121.132531274701,31.2935841051161],[121.132242107011,31.2935600784292],[121.131920779634,31.2935531697961],[121.131631701775,31.2935669870618],[121.131141670788,31.2936012999298],[121.127760861216,31.2939482660359],[121.127523795813,31.2939844210589],[121.127249450325,31.2940303248685],[121.126816103032,31.2941143026831],[121.126378353994,31.2942300599136],[121.126053613019,31.2943284688002],[121.125571397374,31.2944840651686],[121.125172365725,31.2946403521355],[121.124442933714,31.2949771051467],[121.123976887745,31.2951928812898],[121.123649092498,31.2953341218986],[121.123397474387,31.2954330669599],[121.123147473243,31.2955254872336],[121.122828391654,31.2956258905512],[121.122487301341,31.2957187712009],[121.117692363849,31.2968697160532],[121.111909549039,31.2982893028095],[121.111708506078,31.2983386586638],[121.104249794274,31.300169105507],[121.10380171461,31.3002712692914],[121.103311953117,31.3003551647881],[121.102915167256,31.3004095855232],[121.102248347821,31.3004750592292],[121.101551434824,31.3005201923084],[121.098943715385,31.3006750876435],[121.098694971883,31.3006899017034],[121.097405080967,31.3007615925093],[121.095589585778,31.300862757815],[121.095216605272,31.3008748853633],[121.094978372058,31.3008827145393]]}"
471988294,陆家浜路,,"{""type"":""Point"",""coordinates"":[121.481153063423,31.2137877706503]}"
